0.07,-0.98,-1
0.05,0.58,1
-0.09,0.96,1
-0.95,0.44,-1
1,0.76,1
-0.97,-0.83,1
-0.45,0.03,-1
0.25,0.5,1
-0.33,0.04,-1
0.3,-0.23,1
-0.44,0.3,1
-0.7,-0.1,-1
0.66,-0.74,1
-0.54,-0.29,-1
0.19,0.69,1
0.45,0.4,-1
0.38,-0.3,-1
0.31,-0.56,1
-0.86,-0.94,1
0.4,0.25,1
-0.07,-0.26,1
0.8,-0.86,1
-0.66,-0.29,1
0.18,-0.52,1
0.07,-0.33,-1
0.23,-0.69,1
0.84,-0.87,1
0.13,-0.75,1
0.61,-0.58,1
0.08,0.39,1
-0.65,0.24,-1
0.92,-0.47,-1
0.81,-0.17,-1
-0.37,0.53,1
-0.1,0.3,-1
-0.43,0.35,-1
0.27,0.68,-1
0.65,-0.55,1
0.49,0.99,1
-0.17,-0.06,1
0.24,-0.99,1
0.79,0.66,-1
-0.44,-0.11,1
-0.64,0.48,-1
-0.29,-0.59,1
-0.66,0.27,1
-0.03,-0.64,1
0.48,0.11,-1
0.7,0.76,1
0.22,0.28,1
0.3,0.18,1
-0.08,-0.3,1
-1,-0.98,1
-0.19,-0.8,1
-0.05,-0.68,1
0.99,-0.55,-1
-0.78,0.18,1
-0.56,-0.44,1
-0.66,0.84,-1
0.44,0.43,1
-0.47,0.78,-1
0.61,-0.25,-1
-0.18,-0.89,1
0.96,-0.02,1
-0.27,-0.2,1
0.92,-0.47,1
0.91,-0.89,1
-0.56,-0.23,1
0.91,0.63,-1
-0.07,-0.07,1
-0.82,-0.61,-1
-0.55,0.76,-1
0.88,-0.93,-1
0.1,0.44,-1
-0.91,-0.95,-1
0.36,0.98,1
-0.64,-0.53,-1
0.63,0.9,1
-0.52,-0.74,-1
0.26,-0.1,1
-0.88,-0.97,1
-0.62,-0.95,1
0.16,0.08,-1
0.41,0.28,-1
0.16,0.03,-1
-0.87,-0.91,1
-0.46,0.44,-1
-0.85,0,1
0.86,-0.59,1
-0.15,0.41,1
-0.95,-0.98,1
0.98,-0.81,-1
0.75,0.75,1
0.02,0.16,-1
0.35,-0.04,-1
-0.36,-0.94,1
0.73,0.19,-1
-0.48,-0.46,1
0.94,0.83,-1
-0.47,-0.87,-1
0.52,-0.5,1
0.36,0.36,-1
0.85,-0.35,1
-0.5,-0.61,1
-0.22,0.79,1
-0.54,-0.34,-1
-0.57,-0.9,1
-0.79,-0.46,1
0.41,0.32,-1
-0.25,-0.19,-1
-0.36,0.67,-1
-0.03,-0.82,1
-0.18,0.84,-1
0.28,-0.33,1
0.32,-0.45,-1
-0.69,0.84,1
-0.31,-0.11,-1
-0.14,-0.91,1
-0.59,0.47,-1
-0.21,-0.58,1
-0.13,0.67,1
0.02,-0.84,-1
0.04,-0.5,-1
0.3,-0.1,1
-0.08,-0.12,1
0.93,0.44,1
-0.47,-0.99,-1
0.29,-0.53,-1
-0.85,0.67,-1
-0.53,0.75,1
-0.58,0.91,-1
0.76,-0.19,1
-0.64,0.26,1
0.95,-0.75,1
0.69,-0.94,-1
0.59,-0.01,-1
-0.28,0.53,1
-0.32,-0.32,1
0.52,0.63,1
0.05,0.03,1
-0.35,0.4,-1
-0.7,0.99,-1
0.97,-0.31,1
-0.81,-0.34,-1
0.35,-0.76,1
0.66,-0.71,1
-0.5,0.59,-1
-0.16,0.9,1
0.56,-0.69,-1
-0.76,0.7,-1
0.21,-0.04,1
-0.37,-0.5,1
-0.44,0.55,-1
0.45,0.23,1
-0.27,-0.87,-1
-0.41,0.08,1
0.88,0.7,1
0.01,0.18,-1
-0.91,-0.42,1
0.12,0.78,1
0.44,0.24,1
-0.31,-0.59,-1
-0.66,0.46,1
-0.37,0.61,1
0.56,0.39,-1
0.33,0.58,1
0.09,0.83,1
0.15,0.54,-1
0.26,0.31,-1
-0.65,-0.64,1
0.81,-0.91,-1
-0.28,-0.95,1
0.55,0.19,1
-0.66,0.2,1
-0.63,0.31,-1
0.02,0.12,1
-0.27,0.8,-1
-0.02,0.47,1
-0.42,0.13,1
-0.07,-0.99,-1
0.23,-0.54,-1
0.4,0.78,1
-0.42,-0.12,-1
0.42,0.69,1
0.59,-0.6,1
0.06,0.73,1
-0.69,-0.5,1
-0.77,0.74,1
0.51,-0.45,1
0.45,-0.85,1
-0.94,-0.16,1
-0.63,0,1
0.49,-0.29,-1
0.08,-0.58,-1
-0.47,-0.78,1
-0.04,-0.61,1
-0.43,0.55,1
0.02,-0.58,1
0.7,-0.5,1
-0.33,0.61,1
-0.49,0.28,1
-0.11,0.68,1
-0.49,-0.71,1
0.34,0.1,-1
0.23,-0.46,-1
-0.34,0.29,-1
0.91,-0.55,1
-0.74,0.85,1
-0.39,-0.81,1
-0.51,0.37,1
0.93,0.03,1
-0.16,0.6,-1
-0.94,0.65,-1
-0.89,0.88,-1
0.32,0.71,1
0.1,0.63,-1
0.33,-0.67,-1
-0.65,-0.1,-1
0.7,0.87,1
-0.21,-0.87,1
-0.35,-0.05,-1
0.55,0.07,1
-0.53,-0.95,1
-0.95,-0.73,1
-0.99,0.73,1
-0.69,-0.92,-1
-0.58,-0.39,1
0.89,0.58,1
0.3,-0.82,-1
0.43,0.01,-1
-0.08,0.75,1
0.43,-0.41,1
-0.15,0.09,1
0.96,0.24,-1
0.74,0.44,1
0.38,0.8,1
-0.44,0.27,1
-0.18,0.5,1
-0.55,-0.9,1
0.04,0.57,-1
0.61,0.53,1
-0.4,-0.94,-1
0.83,0.95,-1
0.05,0.3,1
0.85,-0.18,1
0.9,0.84,1
-0.7,0.94,1
-0.45,-0.35,1
0.9,-0.76,1
0.7,0.75,-1
0.7,0.86,1
0.32,0.72,1
-0.33,0.18,1
-0.81,-0.54,1
-0.88,-0.07,-1
-0.86,0.33,1
-0.12,0.15,-1
-0.11,0.87,1
0.36,0.35,1
0.52,-0.14,1
-0.37,-0.37,-1
0.23,-0.76,1
0.27,0.9,1
-0.66,0.21,-1
-0.07,0.05,1
-0.87,-0.33,1
-0.22,-0.32,1
0.72,-0.2,-1
-0.16,-0.48,-1
0.67,0.51,1
0.61,-0.47,-1
0.61,0.08,1
-0.94,0.46,1
-0.27,-0.8,-1
0.5,0.37,1
0.51,-0.87,1
-0.04,-0.02,1
-0.63,0.18,-1
-0.67,0.68,-1
0.14,-0.86,1
0.98,0.23,1
-0.15,-0.35,1
-0.19,-0.61,-1
0.42,0.84,1
0.1,0,1
-0.63,-0.25,1
0.81,-0.8,1
-0.49,-0.54,-1
0.3,0.34,-1
0.61,-0.18,1
-0.12,0.27,1
0.04,0.24,1
-0.48,0.36,1
0.65,0.29,-1
-0.82,-0.01,-1
-0.48,0.02,1
0.12,0.14,1
-0.52,-0.13,1
0.87,-0.48,-1
-0.93,-0.74,1
-0.74,0.75,-1
0.6,0.75,1
0.67,-0.13,1
-0.39,0.04,1
-1,0.67,1
-0.13,0.59,-1
0.22,0.6,1
0.65,-0.57,1
0.56,0.17,1
-0.06,-0.12,1
-0.36,0.39,-1
-0.42,-0.23,-1
-0.52,-0.49,1
0.6,-0.18,1
0.29,-0.02,1
-0.6,-0.28,1
-0.51,0.98,1
0.97,-0.57,1
-0.47,-0.39,-1
0.18,0.79,1
0.07,-0.07,1
0.09,0.06,-1
0,-0.12,1
0.53,0.13,-1
0.32,0.87,1
0.39,-0.7,-1
0.91,-0.21,-1
-0.27,0.52,1
-0.97,-0.39,1
0.65,0.71,-1
0.88,0.87,1
-0.08,-0.64,-1
-0.72,0.58,1
-0.03,-0.31,-1
-0.77,0.92,-1
-0.74,0.11,1
0.76,-0.73,1
0.79,0.48,1
0.67,0.61,1
-0.49,0.83,-1
-0.42,-0.48,1
-0.93,-0.23,1
0.19,-0.86,1
1,0.3,-1
0.71,0.97,1
-0.95,-0.52,1
0.45,0.38,1
0.61,0.1,1
0.19,-0.24,1
-0.71,-0.56,-1
0.16,-0.82,-1
0.88,-0.91,-1
0.47,-0.41,1
-0.16,-0.46,-1
0.31,0.47,1
0.43,0.91,1
0.26,0.37,-1
0.4,-0.33,1
-0.57,0.47,1
-0.34,0.27,1
0.65,0.09,1
0.08,0.87,-1
-0.88,-0.76,-1
0.08,-0.77,1
0.49,-0.17,-1
0.37,0.09,1
-0.46,-0.26,-1
0.02,0.91,1
-0.03,-0.55,-1
0.93,-0.64,-1
0.14,-0.78,1
-0.11,0.51,-1
-0.86,0.24,1
-0.27,-0.22,1
0.03,-0.26,1
0.81,0.37,1
-0.95,-0.21,-1
0.91,0.67,1
0.84,-0.23,-1
0.48,0.55,1
0.59,0.93,-1
-0.35,0.49,1
-0.4,0.74,1
-0.03,-0.8,1
-0.51,0.21,1
0.29,-0.66,1
-0.46,-0.58,1
-0.57,0.59,-1
-0.83,-0.25,-1
0.64,-0.28,-1
-0.22,-0.45,1
0.38,0.57,-1
0,0.55,1
0.43,-0.77,-1
0.99,0.48,1
-0.04,-0.71,1
0.88,-0.46,-1
0.17,0.82,1
-0.61,-0.97,1
-0.24,-0.5,1
-0.73,-0.84,1
-0.51,-0.73,-1
-0.53,-0.65,1
-0.76,0.75,1
-0.55,0.27,1
-0.52,-0.72,1
0.34,0.4,-1
-0.62,-0.8,1
-0.43,-0.52,-1
-0.05,0.56,1
-0.16,-0.4,1
0.03,-0.07,1
0.75,0.95,-1
-0.33,0.19,1
0.67,0.33,-1
0.57,-0.53,1
0.09,0.45,1
-0.28,0.12,-1
0.25,0.25,1
-0.74,-0.48,-1
-0.19,0.92,1
-0.95,0.61,1
0.05,-0.58,1
0.47,0.17,-1
-0.05,-0.98,1
